Season,Week,Match Date,Home Team,Away Team,Home Goals,Away Goals,Home Performance,Away Performance,Home Formation,Away Formation,Home Players,Away Players
20/21,Round 13,19/12/20,Gaziantep,Fenerbahçe,3,1,6.72,6.74,3-5-2,4-2-3-1,(c) G. Güvenç; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; P. Olkowski; K. Mirallas; A. Vetrih; A. Maxim; G. Vural; N. Dicko; M. Demir,A. O. Özdoğan; N. Sangaré; S. Aziz; M. Tisserand; F. Novák; O. Tufan; (c) L. Gustavo; F. Kadıoğlu; M. H. Yandaş; D. Pelkas; P. D. Cissé
20/21,Round 13,20/12/20,Gençlerbirliği,Ankaragücü,1,1,6.79,6.77,4-2-3-1,4-1-4-1,K. Nordfeldt; Ö. Artan; A. Kızıldağ; P. Polomat; H. I. Pehlivan; R. Piris; D. Candeias; M. Yildirim; B. A. Özdemir; S. Yılmaz; B. Stancu,R. Friedrich; S. Kitsiou; Z. Šarlija; E. Dikmen; T. Pinto; A. Çankaya; S. Lobjanidze; E. Aygören; E. Çekiçi; A. Turan; E. Güral
20/21,Round 13,20/12/20,Denizlispor,Alanyaspor,1,0,6.81,7.0,4-1-4-1,4-2-3-1,C. Gönen; T. Lopes; F. Leismann; M. Yumlu; Z. Bergdich; R. Murawski; M. Mešanovič; R. Niyaz; I. Aissati; Á. Sagal; (c) H. Rodallega,Marafona; Juanfran; S. Caulker; (c) G. Tzavellas; T. Bingöl; M. Siopis; B. Kutlu; S. Uçan; A. Bakasetas; Davidson; A. Bareiro
20/21,Round 13,20/12/20,Beşiktaş,Erzurumspor,4,0,7.33,6.28,4-1-4-1,4-1-4-1,E. Destanoğlu; N. Uysal; Welinton; D. Vida; R. Yılmaz; Souza; R. Ghezzal; B. Mensah; (c) A. Hutchinson; G. N'Koudou; V. Aboubakar,F. Farnolle; M. M. Uçar; O. Çelik; H. Hatipoğlu; K. Kanak; M. Donald; A. Novikovas; (c) İ. Akdağ; G. Obertan; Ö. Şişmanoğlu; R. Gomes
20/21,Round 13,21/12/20,Antalyaspor,Kayserispor,2,0,7.07,6.53,4-2-3-1,4-3-3,R. Boffin; B. Balcı; V. Sarı; Naldo; F. Kudryashov; Fredy; N. Şahin; S. Sam; (c) L. Podolski; A. d. Silva; A. Jahović,D. Alemdar; M. Lopes; (c) C. Săpunaru; D. Kolovetsios; A. Behich; Z. Kvržić; J. Attamah; M. Fernandes; A. Lennon; D. Alibec; P. Henrique
20/21,Round 13,21/12/20,Konyaspor,Sivasspor,0,1,6.62,7.13,5-3-2,4-1-4-1,I. Šehić; N. Skubic; A. Çalık; U. Demirok; A. Bardakcı; G. H. Sityá; D. Milošević; A. Hadžiahmetović; O. K. Güçtekin; (c) Ö. A. Şahiner; F. Miya,M. Samassa; M. Goiano; A. Appindangoyé; R. Yalçın; U. Çiftçi; Claudemir; E. Yeşilyurt; (c) H. Arslan; F. Fajr; M. Gradel; O. Kayode
20/21,Round 12,11/12/20,Kasımpaşa,Denizlispor,3,2,6.95,6.67,4-2-3-1,4-2-3-1,(c) R. Köse; M. F. Yıldırım; T. Serbest; T. Břečka; Y. Erdoğan; L. Sadiku; M. Tirpan; K. Varga; H. Hajradinović; A. Hodžić; B. Koita,C. Gönen; Ö. Özdemir; F. Leismann; M. Yumlu; Z. Bergdich; R. Murawski; M. Bakalorz; H. Sacko; R. Niyaz; Á. Sagal; (c) H. Rodallega
20/21,Round 12,12/12/20,Hatayspor,Karagümrük,3,1,6.78,6.66,4-2-3-1,4-1-4-1,M. Mohamedi; S. Popov; (c) Y. Abdioğlu; P. Santos; B. Çamoğlu; R. Aabid; I. Sackey; D. Babajide; A. Traoré; S. Ilgaz; M. B. Diouf,E. Viviano; R. Civelek; F. Kurucuk; E. Roco; J. Balkovec; (c) L. Biglia; A. Ndao; E. Sabo; B. Ndiaye; J. Durmaz; A. Sobiech
20/21,Round 12,12/12/20,Rizespor,Göztepe,3,2,6.86,6.55,4-2-3-1,4-2-3-1,(c) G. Akkan; M. Morozyuk; E. Dilaver; Y. Meriah; D. Melnjak; D. Erdoğan; G. Donsah; K. Michalak; F. Boldrin; F. Andrade; M. Škoda,İ. C. Eğribayat; M. Paluli; Titi; A. Öztürk; B. Emir; K. Sönmez; S. Aydoğdu; (c) H. Akbunar; M. Mossoró; Z. Tripić; C. Ndiaye
20/21,Round 12,12/12/20,Kayserispor,Trabzonspor,0,0,7.11,7.11,4-3-3,4-2-3-1,D. Alemdar; M. Lopes; (c) C. Săpunaru; D. Kolovetsios; A. Behich; Z. Kvržić; J. Attamah; M. Fernandes; A. Lennon; İ. Parlak; P. Henrique,U. Çakır; (c) J. Pereira; E. Ié; V. Hugo; Marlon; A. Parmak; L. Baker; F. Diabaté; A. Ömür; B. Başaçıkoğlu; C. Ekuban
20/21,Round 12,12/12/20,Fenerbahçe,Yeni Malatyaspor,0,3,6.69,7.19,4-2-3-1,4-2-3-1,A. Bayındır; (c) G. Gönül; M. Tisserand; S. Çiftpınar; C. Erkin; L. Gustavo; O. Tufan; F. Kadıoğlu; M. H. Yandaş; D. Pelkas; P. D. Cissé,E. Özbir; I. Chebake; S. Kaya; T. L. Hadebe; K. Hafez; Y. Ndayishimiye; A. Afriyie; U. Bulut; K. Kanatsızkuş; (c) A. Büyük; B. Tetteh
20/21,Round 12,12/12/20,Ankaragücü,Konyaspor,4,3,6.69,6.6,5-4-1,5-3-2,R. Friedrich; S. Lobjanidze; S. Kitsiou; A. Çankaya; Z. Šarlija; (c) T. Pinto; E. Çekiçi; A. Dioussé; D. Łukasik; J. Bolingi; T. Børven,I. Šehić; N. Skubic; A. Demirbağ; U. Demirok; A. Bardakcı; G. H. Sityá; D. Milošević; M. Jevtović; A. Hadžiahmetović; P. Hurtado; (c) Ö. A. Şahiner
20/21,Round 12,13/12/20,Erzurumspor,Gençlerbirliği,0,1,6.84,7.1,3-4-3,4-2-3-1,F. Farnolle; O. Çelik; A. Mina; G. Kardeş; K. Kanak; M. M. Uçar; İ. Akdağ; E. Başsan; A. Novikovas; G. Obertan; R. Gomes,K. Nordfeldt; M. Johansson; A. Kızıldağ; H. I. Pehlivan; D. Furman; B. A. Özdemir; R. Piris; S. Dikmen; F. Ayité; B. Stancu; G. Sio
20/21,Round 12,13/12/20,Alanyaspor,Beşiktaş,2,1,6.88,6.65,4-2-3-1,4-1-4-1,Marafona; Juanfran; S. Caulker; (c) G. Tzavellas; T. Bingöl; B. Kutlu; M. Siopis; K. Babacar; A. Bakasetas; Davidson; A. Bareiro,U. Yuvakuran; V. Rosier; Welinton; F. Montero; R. Yılmaz; Souza; R. Ghezzal; D. Toköz; (c) A. Hutchinson; C. Larin; V. Aboubakar
20/21,Round 12,13/12/20,Başakşehir,Gaziantep,1,2,6.77,6.93,4-2-3-1,3-5-2,M. Günok; Rafael; M. Topal; C. Ponck; D. Türüç; İ. C. Kahveci; O. Azubuike; F. Gulbrandsen; (c) D. Ba; N. Chadli; E. Crivelli,(c) G. Güvenç; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; P. Olkowski; K. Mirallas; A. Vetrih; A. Maxim; G. Vural; K. Özer; M. Demir
20/21,Round 12,14/12/20,Sivasspor,Antalyaspor,0,0,6.91,7.05,4-3-3,4-2-3-1,M. Samassa; B. Yardımcı; A. Appindangoyé; R. Yalçın; U. Çiftçi; (c) H. Arslan; Claudemir; F. Fajr; M. Yatabaré; O. Kayode; M. Gradel,R. Boffin; B. Balcı; Naldo; E. Gülüm; F. Kudryashov; Fredy; N. Şahin; S. Sam; (c) L. Podolski; A. d. Silva; A. Jahović
20/21,Round 11,04/12/20,Beşiktaş,Kasımpaşa,3,0,7.19,6.45,4-2-3-1,4-4-1-1,U. Yuvakuran; V. Rosier; Welinton; F. Montero; R. Yılmaz; D. Toköz; (c) A. Hutchinson; R. Ghezzal; B. Mensah; G. N'Koudou; V. Aboubakar,(c) R. Köse; F. Hadergjonaj; L. Sadiku; T. Břečka; Y. Erdoğan; G. Koomson; M. Tirpan; H. Hajradinović; B. Koita; A. Cariús; A. Hodžić
20/21,Round 11,05/12/20,Gençlerbirliği,Alanyaspor,2,1,6.81,6.75,4-2-3-1,4-2-3-1,K. Nordfeldt; M. Johansson; A. Kızıldağ; (c) Z. Touré; P. Polomat; R. Piris; B. A. Özdemir; D. Candeias; S. Dikmen; G. Sio; B. Stancu,Marafona; Juanfran; S. Caulker; (c) G. Tzavellas; A. Gülay; S. Uçan; M. Siopis; Davidson; A. Bakasetas; M. Pektemek; K. Babacar
20/21,Round 11,05/12/20,Göztepe,Kayserispor,1,1,6.8,6.93,4-2-3-1,4-2-3-1,İ. C. Eğribayat; M. Paluli; M. Mihojević; Titi; B. Emir; Y. Kayan; S. Aydoğdu; (c) H. Akbunar; Guilherme Marques; O. Nwobodo; C. Ndiaye,İ. Çipe; M. Lopes; (c) C. Săpunaru; D. Kolovetsios; A. Behich; Campanharo; J. Attamah; A. Lennon; Z. Kvržić; P. Henrique; İ. Parlak
20/21,Round 11,05/12/20,Konyaspor,Erzurumspor,2,0,7.14,6.36,5-3-2,4-3-3,I. Šehić; N. Skubic; A. Demirbağ; (c) U. Demirok; A. Bardakcı; G. H. Sityá; A. Hadžiahmetović; M. Jevtović; D. Milošević; E. Daci; P. Hurtado,K. Erdoğan; M. M. Uçar; G. Kardeş; H. Hatipoğlu; K. Kanak; (c) G. Obertan; P. Boumal; I. Sissoko; R. Muhammed; R. Gomes; A. Novikovas
20/21,Round 11,05/12/20,Yeni Malatyaspor,Başakşehir,1,1,6.81,6.71,4-2-3-1,4-4-1-1,E. Özbir; I. Chebake; S. Kaya; T. L. Hadebe; K. Hafez; Y. Ndayishimiye; A. Afriyie; K. Kanatsızkuş; B. Tetteh; (c) A. Büyük; U. Bulut,M. Günok; Rafael; M. Škrtel; C. Ponck; H. A. Kaldırım; Giuliano; (c) M. Tekdemir; İ. C. Kahveci; N. Chadli; D. Ba; F. Gulbrandsen
20/21,Round 11,05/12/20,Galatasaray,Hatayspor,3,0,7.12,6.49,4-1-4-1,4-2-3-1,F. Öztürk; M. Linnes; (c) R. Donk; Marcão; E. Taşdemir; T. Antalyalı; O. Çağlayan; S. Feghouli; E. Kılınç; E. Akbaba; M. Diagne,M. Mohamedi; S. Popov; (c) Y. Abdioğlu; P. Santos; B. Çamoğlu; R. Aabid; I. Sackey; S. Ilgaz; A. Traoré; D. Babajide; M. B. Diouf
20/21,Round 11,06/12/20,Karagümrük,Rizespor,2,1,6.86,6.67,4-1-4-1,4-2-3-1,E. Viviano; R. Civelek; F. Kurucuk; E. Roco; J. Balkovec; (c) L. Biglia; A. Ndao; B. Ndiaye; E. Sabo; J. Durmaz; A. Sobiech,G. Akkan; M. Morozyuk; E. Dilaver; Y. Meriah; D. Melnjak; G. Donsah; (c) A. Durak; F. Baiano; O. Bulut; F. Andrade; L. Rémy
20/21,Round 11,06/12/20,Antalyaspor,Ankaragücü,1,0,6.93,6.79,4-2-3-1,4-1-4-1,R. Boffin; O. Imeri; F. Kudryashov; E. Gülüm; E. Albayrak; Fredy; N. Şahin; G. Bayrakdar; (c) L. Podolski; A. d. Silva; A. Jahović,R. Friedrich; S. Kitsiou; A. Çankaya; M. Pazdan; T. Pinto; I. Voca; O. Çınar; A. Dioussé; (c) A. Potuk; S. Lobjanidze; J. Bolingi
20/21,Round 11,06/12/20,Denizlispor,Fenerbahçe,0,2,6.6,7.1,4-2-3-1,4-2-3-1,C. Pantilimon; Ö. Özdemir; O. Yılmaz; M. Yumlu; Z. Bergdich; R. Murawski; M. Bakalorz; H. Sacko; I. Aissati; Á. Sagal; (c) H. Rodallega,A. Bayındır; (c) G. Gönül; S. Aziz; M. Tisserand; C. Erkin; J. Sosa; O. Tufan; F. Kadıoğlu; M. H. Yandaş; D. Pelkas; P. D. Cissé
20/21,Round 11,07/12/20,Trabzonspor,Sivasspor,1,1,6.81,6.86,4-2-3-1,4-3-3,(c) U. Çakır; S. Asan; E. Ié; V. Hugo; Marlon; L. Baker; A. Parmak; A. Ömür; C. Ekuban; B. Başaçıkoğlu; B. Afobe,M. Samassa; C. Osmanpaşa; A. Appindangoyé; S. Camara; (c) Z. Erdal; H. Arslan; Claudemir; F. Fajr; C. Ninga; M. Yatabaré; M. Gradel
20/21,Round 10,27/11/20,Ankaragücü,Trabzonspor,0,1,6.74,6.98,4-1-4-1,4-2-3-1,R. Friedrich; S. Kitsiou; Z. Šarlija; M. Pazdan; T. Pinto; A. Çankaya; O. Çınar; I. Voca; (c) A. Potuk; S. Lobjanidze; T. Børven,U. Çakır; (c) J. Pereira; E. Ié; V. Hugo; Marlon; L. Baker; A. Parmak; C. Ekuban; A. Ömür; A. N. Nwakaeme; B. Afobe
20/21,Round 10,28/11/20,Gaziantep,Yeni Malatyaspor,2,2,6.62,6.83,3-5-2,4-2-3-1,(c) G. Güvenç; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; O. Ceylan; A. Maxim; A. Sousa; K. Mirallas; P. Olkowski; M. Demir; K. Özer,A. Damlu; I. Chebake; Wallace; S. Kaya; K. Hafez; Y. Ndayishimiye; A. Afriyie; B. Tetteh; (c) A. Büyük; K. Kanatsızkuş; U. Bulut
20/21,Round 10,28/11/20,Başakşehir,Denizlispor,3,3,6.66,6.76,4-4-1-1,4-2-3-1,V. Babacan; Rafael; M. Škrtel; C. Ponck; D. Türüç; E. Višća; İ. C. Kahveci; (c) M. Tekdemir; N. Chadli; D. Ba; F. Gulbrandsen,C. Pantilimon; Ö. Özdemir; O. Yılmaz; M. Yumlu; T. Lopes; R. Murawski; M. Bakalorz; H. Sacko; I. Aissati; Á. Sagal; (c) H. Rodallega
20/21,Round 10,28/11/20,Rizespor,Galatasaray,0,4,6.4,7.42,4-2-3-1,4-1-4-1,G. Akkan; M. Morozyuk; E. Dilaver; Y. Meriah; D. Melnjak; (c) A. Durak; G. Donsah; F. Baiano; F. Boldrin; B. Samudio; M. Škoda,F. Öztürk; M. Linnes; (c) R. Donk; Marcão; E. Taşdemir; T. Antalyalı; O. Çağlayan; S. Feghouli; E. Kılınç; E. Akbaba; M. Diagne
20/21,Round 10,29/11/20,Erzurumspor,Antalyaspor,2,2,6.79,6.77,4-3-3,4-2-3-1,K. Erdoğan; M. M. Uçar; A. Mina; G. Kardeş; K. Kanak; (c) G. Obertan; M. Donald; I. Sissoko; R. Muhammed; R. Gomes; A. Novikovas,F. Kaplan; V. Sarı; Naldo; E. Gülüm; F. Kudryashov; U. Akyol; N. Şahin; Fredy; (c) L. Podolski; A. d. Silva; A. Jahović
20/21,Round 10,29/11/20,Alanyaspor,Konyaspor,1,0,6.99,6.88,4-2-3-1,4-2-3-1,Marafona; Juanfran; S. Caulker; G. Tzavellas; F. Moubandje; S. Uçan; M. Siopis; (c) E. Karaca; A. Bakasetas; Davidson; K. Babacar,E. Birnican; N. Skubic; A. Demirbağ; (c) A. Bardakcı; A. Uludağ; M. Jevtović; A. Hadžiahmetović; S. Cikalleshi; D. Milošević; G. H. Sityá; A. Kravets
20/21,Round 10,29/11/20,Kasımpaşa,Gençlerbirliği,2,0,7.26,6.87,4-4-1-1,4-2-3-1,(c) R. Köse; F. Hadergjonaj; L. Sadiku; T. Břečka; O. Haddadi; G. Koomson; M. Tirpan; H. Hajradinović; K. Varga; A. Cariús; A. Hodžić,K. Nordfeldt; A. Kızıldağ; (c) Z. Touré; D. Angelo; P. Polomat; R. Piris; B. A. Özdemir; D. Candeias; M. Yildirim; S. Yılmaz; G. Sio
20/21,Round 10,29/11/20,Fenerbahçe,Beşiktaş,3,4,6.58,6.69,4-2-3-1,4-2-3-1,A. Bayındır; (c) G. Gönül; M. Lemos; M. Tisserand; F. Novák; L. Gustavo; J. Sosa; D. Pelkas; O. Tufan; D. Perotti; P. D. Cissé,U. Yuvakuran; V. Rosier; N. Uysal; F. Montero; R. Yılmaz; (c) A. Hutchinson; Souza; R. Ghezzal; B. Mensah; C. Larin; V. Aboubakar
20/21,Round 10,30/11/20,Kayserispor,Karagümrük,0,0,7.11,6.89,4-2-3-1,4-1-4-1,İ. Çipe; M. Lopes; (c) C. Săpunaru; D. Kolovetsios; A. Behich; Campanharo; J. Attamah; Z. Kvržić; H. H. Acar; A. Lennon; W. Kanga,E. Viviano; E. Lichaj; F. Kurucuk; K. Altınay; J. Balkovec; (c) L. Biglia; R. Civelek; J. Durmaz; E. Sabo; A. Ndao; A. Sobiech
20/21,Round 10,30/11/20,Sivasspor,Göztepe,0,1,6.75,6.99,4-4-1-1,4-2-3-1,M. Samassa; R. Yalçın; A. Appindangoyé; C. Osmanpaşa; B. Yardımcı; Y. Öztekin; Claudemir; I. Cofie; M. Gradel; (c) A. Koné; O. Kayode,İ. C. Eğribayat; M. Paluli; M. Mihojević; A. Nukan; B. Emir; Y. Kayan; S. Aydoğdu; O. Nwobodo; Guilherme Marques; (c) H. Akbunar; C. Ndiaye
20/21,Round 9,21/11/20,Karagümrük,Sivasspor,1,1,6.76,6.88,4-1-4-1,4-3-3,E. Viviano; E. Lichaj; F. Kurucuk; K. Altınay; J. Balkovec; (c) L. Biglia; A. Ndao; J. Durmaz; E. Sabo; A. Chahechouhe; A. Sobiech,M. Samassa; M. Goiano; C. Osmanpaşa; S. Camara; U. Çiftçi; Claudemir; I. Cofie; R. Yalçın; Y. Öztekin; (c) A. Koné; M. Gradel
20/21,Round 9,21/11/20,Denizlispor,Gaziantep,0,1,6.94,6.93,4-2-3-1,5-3-2,C. Pantilimon; T. Lopes; O. Yılmaz; F. Leismann; Z. Bergdich; R. Murawski; M. Bakalorz; H. Sacko; I. Aissati; Á. Sagal; (c) H. Rodallega,(c) G. Güvenç; O. Ceylan; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; P. Olkowski; A. Maxim; A. Vetrih; K. Mirallas; K. Özer; M. Demir
20/21,Round 9,21/11/20,Gençlerbirliği,Fenerbahçe,1,5,6.27,7.21,4-2-3-1,4-2-3-1,K. Nordfeldt; H. I. Pehlivan; (c) Z. Touré; D. Angelo; P. Polomat; R. Piris; B. A. Özdemir; D. Candeias; D. Furman; F. Ayité; G. Sio,A. Bayındır; M. Lemos; S. Aziz; M. Tisserand; F. Novák; J. Sosa; (c) L. Gustavo; D. Pelkas; M. H. Yandaş; D. Perotti; P. D. Cissé
20/21,Round 9,21/11/20,Beşiktaş,Başakşehir,3,2,7.07,6.67,4-2-3-1,4-1-4-1,U. Yuvakuran; D. Toköz; N. Uysal; F. Montero; R. Yılmaz; Souza; (c) A. Hutchinson; R. Ghezzal; B. Mensah; C. Larin; V. Aboubakar,V. Babacan; Rafael; M. Škrtel; A. Epureanu; B. Bolingoli; M. Topal; (c) E. Višća; B. Özcan; İ. C. Kahveci; D. Türüç; D. Ba
20/21,Round 9,22/11/20,Hatayspor,Rizespor,2,2,6.85,6.62,4-1-4-1,4-2-3-1,M. Mohamedi; B. Çamoğlu; Y. Abdioğlu; P. Santos; (c) M. Çaytemel; I. Sackey; S. Ilgaz; R. Aabid; A. Traoré; D. Babajide; M. B. Diouf,G. Akkan; M. Morozyuk; E. Dilaver; Y. Meriah; D. Melnjak; (c) A. Durak; G. Donsah; F. Baiano; F. Boldrin; O. Bulut; M. Škoda
20/21,Round 9,22/11/20,Göztepe,Ankaragücü,3,1,6.93,6.69,4-2-3-1,4-2-3-1,İ. C. Eğribayat; M. Paluli; M. Mihojević; Titi; B. Emir; Y. Kayan; S. Aydoğdu; (c) H. Akbunar; Guilherme Marques; Z. Tripić; C. Ndiaye,R. Friedrich; S. Kitsiou; Z. Šarlija; (c) M. Pazdan; A. Turan; D. Łukasik; A. Çankaya; S. Lobjanidze; E. Çekiçi; J. Paintsil; J. Bolingi
20/21,Round 9,22/11/20,Konyaspor,Kasımpaşa,2,1,7.0,6.79,4-2-3-1,4-1-4-1,E. Birnican; N. Skubic; A. Demirbağ; (c) A. Bardakcı; G. H. Sityá; M. Jevtović; A. Uludağ; S. Cikalleshi; D. Milošević; F. Miya; A. Kravets,(c) R. Köse; A. Oğuz; L. Sadiku; T. Břečka; O. Haddadi; F. Hadergjonaj; A. Koç; M. Tirpan; A. Kara; K. Varga; A. Cariús
20/21,Round 9,22/11/20,Antalyaspor,Alanyaspor,0,2,6.49,7.06,4-2-3-1,4-2-3-1,F. Kaplan; M. Yilmaz; V. Sarı; Naldo; F. Kudryashov; N. Şahin; (c) H. Özmert; S. Sam; L. Podolski; A. d. Silva; G. Bayrakdar,Marafona; Juanfran; S. Caulker; G. Tzavellas; F. Moubandje; S. Uçan; M. Siopis; (c) E. Karaca; A. Bakasetas; Davidson; K. Babacar
20/21,Round 9,22/11/20,Trabzonspor,Erzurumspor,1,0,7.03,6.89,4-2-3-1,4-3-3,U. Çakır; (c) J. Pereira; E. Ié; V. Hugo; Marlon; L. Baker; A. Parmak; A. Ömür; C. Ekuban; A. N. Nwakaeme; B. Afobe,K. Erdoğan; M. M. Uçar; (c) A. Mina; G. Kardeş; K. Kanak; G. Obertan; M. Donald; I. Sissoko; R. Muhammed; R. Gomes; A. Novikovas
20/21,Round 9,23/11/20,Galatasaray,Kayserispor,1,1,7.07,6.76,4-1-4-1,4-4-1-1,F. Öztürk; M. Linnes; (c) R. Donk; Marcão; M. Saracchi; T. Antalyalı; O. Çağlayan; S. Feghouli; E. Kılınç; E. Akbaba; M. Diagne,S. Lung Jr.; Z. Kvržić; (c) C. Săpunaru; D. Kolovetsios; Y. Subaşı; A. Lennon; J. Attamah; Campanharo; M. Çelik; M. Fernandes; D. Alibec
20/21,Round 8,06/11/20,Gaziantep,Beşiktaş,3,1,6.9,6.53,5-3-2,4-1-4-1,(c) G. Güvenç; O. Ceylan; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; P. Olkowski; A. Maxim; A. Vetrih; K. Mirallas; N. Dicko; M. Demir,E. Destanoğlu; V. Rosier; Welinton; D. Vida; F. N'Sakala; D. Toköz; R. Ghezzal; (c) A. Hutchinson; O. Özyakup; C. Larin; V. Aboubakar
20/21,Round 8,07/11/20,Kasımpaşa,Antalyaspor,2,2,6.91,6.76,4-2-3-1,4-2-3-1,(c) R. Köse; F. Hadergjonaj; L. Sadiku; T. Serbest; O. Haddadi; M. Tirpan; A. Kara; Y. Erdoğan; H. Hajradinović; A. Hodžić; B. Koita,R. Boffin; M. Yilmaz; V. Sarı; Naldo; F. Kudryashov; N. Şahin; B. Balcı; S. Sam; Fredy; D. Orgill; (c) L. Podolski
20/21,Round 8,07/11/20,Alanyaspor,Trabzonspor,1,1,6.93,6.67,4-2-3-1,4-1-4-1,Marafona; Juanfran; S. Caulker; G. Tzavellas; F. Moubandje; S. Uçan; M. Siopis; (c) E. Karaca; A. Bakasetas; Davidson; A. Bareiro,U. Çakır; S. Asan; E. Ié; V. Hugo; K. A. Çörekçi; A. Parmak; A. Ömür; (c) J. Pereira; Flávio; C. Ekuban; T. Djaniny
20/21,Round 8,07/11/20,Erzurumspor,Göztepe,1,1,6.63,6.88,4-3-3,4-2-3-1,F. Farnolle; M. M. Uçar; A. Mina; H. Hatipoğlu; M. Albayrak; (c) İ. Akdağ; P. Boumal; I. Sissoko; A. Novikovas; R. Gomes; E. Başsan,İ. C. Eğribayat; L. Gassama; A. Nukan; M. Mihojević; D. Bureković; K. Sönmez; S. Aydoğdu; (c) H. Akbunar; Guilherme Marques; Z. Tripić; C. Ndiaye
20/21,Round 8,07/11/20,Fenerbahçe,Konyaspor,0,2,6.71,7.13,4-2-3-1,4-2-3-1,A. Bayındır; (c) G. Gönül; S. Aziz; M. Tisserand; C. Erkin; L. Gustavo; O. Tufan; Enner Valencia; D. Pelkas; M. Thiam; M. Samatta,(c) I. Šehić; N. Skubic; A. Demirbağ; A. Bardakcı; G. H. Sityá; O. K. Güçtekin; M. Jevtović; S. Cikalleshi; D. Milošević; F. Miya; A. Kravets
20/21,Round 8,08/11/20,Ankaragücü,Karagümrük,2,2,6.79,6.82,4-4-2,4-1-4-1,R. Friedrich; Z. Šarlija; (c) M. Pazdan; E. Dikmen; A. Turan; S. Lobjanidze; A. Çankaya; A. Dioussé; L. Adžić; J. Bolingi; T. Børven,E. Viviano; E. Lichaj; E. Roco; E. Zukanović; J. Balkovec; (c) L. Biglia; A. Ndao; E. Sabo; B. Ndiaye; A. Chahechouhe; A. Sobiech
20/21,Round 8,08/11/20,Yeni Malatyaspor,Denizlispor,2,0,7.04,6.68,4-2-3-1,3-5-2,A. Damlu; Z. Yavru; S. Kaya; T. L. Hadebe; K. Hafez; C. Cueva; A. Afriyie; J. Lukoki; (c) A. Büyük; K. Kanatsızkuş; B. Tetteh,C. Pantilimon; O. Yılmaz; N. Subotić; F. Leismann; T. Lopes; M. Bakalorz; R. Niyaz; I. Aissati; Á. Sagal; (c) H. Rodallega; M. Mešanovič
20/21,Round 8,08/11/20,Başakşehir,Gençlerbirliği,2,1,7.07,6.74,4-1-4-1,4-2-3-1,M. Günok; Rafael; C. Ponck; A. Epureanu; B. Bolingoli; B. Özcan; (c) E. Višća; D. Aleksić; İ. C. Kahveci; D. Türüç; D. Ba,K. Nordfeldt; M. Johansson; (c) Z. Touré; D. Angelo; P. Polomat; M. Yildirim; R. Piris; D. Candeias; B. A. Özdemir; S. Yılmaz; F. Ayité
20/21,Round 8,08/11/20,Kayserispor,Hatayspor,0,1,6.71,7.11,4-2-3-1,4-1-4-1,S. Lung Jr.; M. Lopes; D. Kolovetsios; C. Săpunaru; A. Behich; Campanharo; (c) H. H. Acar; Z. Kvržić; M. Fernandes; P. Henrique; D. Alibec,M. Mohamedi; S. Popov; J. C. Billong; P. Santos; (c) M. Çaytemel; I. Sackey; S. Ilgaz; R. Aabid; A. Traoré; D. Babajide; M. B. Diouf
20/21,Round 8,08/11/20,Sivasspor,Galatasaray,1,2,6.65,6.92,4-1-4-1,4-1-4-1,M. Samassa; M. Goiano; C. Osmanpaşa; S. Camara; U. Çiftçi; R. Yalçın; M. Yatabaré; (c) H. Arslan; F. Fajr; M. Gradel; O. Kayode,O. Kocuk; O. Elabdellaoui; C. Luyindama; Marcão; E. Taşdemir; T. Antalyalı; S. Feghouli; E. Kılınç; Y. Belhanda; (c) A. Turan; R. Babel
20/21,Round 7,30/10/20,Karagümrük,Erzurumspor,5,1,7.17,6.51,4-1-4-1,4-2-3-1,E. Viviano; E. Lichaj; E. Roco; E. Zukanović; J. Balkovec; (c) L. Biglia; A. Ndao; E. Sabo; B. Ndiaye; A. Chahechouhe; A. Sobiech,F. Farnolle; C. A. Alkılıç; A. Mina; A. Teikeu; L. Schwechlen; (c) İ. Akdağ; M. Donald; E. Başsan; G. Obertan; J. Hamroun; R. Gomes
20/21,Round 7,30/10/20,Trabzonspor,Kasımpaşa,3,4,6.77,6.79,4-2-3-1,4-1-4-1,(c) U. Çakır; S. Asan; E. Ié; V. Hugo; Marlon; Flávio; K. A. Çörekçi; A. Ömür; L. Baker; A. N. Nwakaeme; B. Afobe,(c) R. Köse; F. Hadergjonaj; L. Sadiku; T. Serbest; O. Haddadi; M. Tirpan; Y. Erdoğan; H. Hajradinović; A. Kara; K. Varga; A. Hodžić
20/21,Round 7,31/10/20,Gençlerbirliği,Gaziantep,1,1,7.01,6.75,4-2-3-1,3-5-2,K. Nordfeldt; M. Johansson; (c) Z. Touré; D. Angelo; P. Polomat; R. Piris; M. Yildirim; D. Candeias; D. Furman; S. Yılmaz; İ. Karakaş,(c) G. Güvenç; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; O. Ceylan; A. Maxim; A. Sousa; K. Mirallas; J. Morais; M. Demir; N. Dicko
